grupo_consolidacion_id,locations_count,masters_count,criterio_agrupacion,confianza,requiere_revision,taxids_unicos,dominios_unicos,orders_total,codigos_logisticos_total,distribuidores_max
GEO_0988,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,16,4,3
GEO_0989,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0990,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_0991,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_0992,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0993,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_0994,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0995,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0996,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0997,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0998,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_0999,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1000,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1001,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1002,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,8,1,1
GEO_1003,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1004,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1005,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1006,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1007,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1008,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1009,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1010,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_1011,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1012,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1013,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_1014,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,12,2,2
GEO_1015,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1016,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1017,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,2
GEO_1018,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1019,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1020,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1021,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1022,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1023,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1024,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1025,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1026,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1027,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1028,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1029,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1030,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,1,27,3,2
GEO_1031,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,12,2,1
GEO_1032,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1033,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,8,2,2
GEO_1034,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1035,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1036,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1037,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1038,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,1,6,2,1
GEO_1039,5,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,4,1
GEO_1040,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1041,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1042,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,1,30,4,2
GEO_1043,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1044,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1045,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1046,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1047,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1048,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1049,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,24,2,2
GEO_1050,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1051,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1052,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1053,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,2,44,6,3
GEO_1054,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1055,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1056,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,1
GEO_1057,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1058,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1059,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,1,6,2,1
GEO_1060,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1061,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1062,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1063,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1064,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1065,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,2,63,3,1
GEO_1066,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1067,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1068,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1069,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1070,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,10,2,1
GEO_1071,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1072,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,28,3,2
GEO_1073,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1074,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1075,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,2,2
GEO_1076,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,2,2
GEO_1077,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_1078,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1079,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,7,1,1
GEO_1080,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1081,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1082,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1083,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1084,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,7,4,3
GEO_1085,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,7,4,3
GEO_1086,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1087,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1088,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1089,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1090,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1091,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1092,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1093,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1094,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,16,1,1
GEO_1095,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1096,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1097,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1098,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,149,5,3
GEO_1099,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,27,2,2
GEO_1100,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1101,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,19,4,3
GEO_1102,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,17,4,3
GEO_1103,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,18,2,1
GEO_1104,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,18,2,1
GEO_1105,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,16,3,2
GEO_1106,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1107,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1108,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,8,1,1
GEO_1109,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,3,3,2
GEO_1110,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1111,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1112,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1113,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,5,1,1
GEO_1114,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,5,1,1
GEO_1115,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,2,2
GEO_1116,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,2,2
GEO_1117,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,16,1,1
GEO_1118,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1119,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1120,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1121,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1122,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,23,3,2
GEO_1123,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,30,2,1
GEO_1124,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1125,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,11,3,2
GEO_1126,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1127,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1128,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1129,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1130,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1131,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,15,1,1
GEO_1132,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1133,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1134,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1135,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,22,2,1
GEO_1136,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1137,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,5,1,1
GEO_1138,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_1139,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_1140,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,3,3
GEO_1141,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,22,3,2
GEO_1142,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1143,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1144,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1145,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_1146,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,41,3,2
GEO_1147,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1148,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1149,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1150,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1151,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,2,1
GEO_1152,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1153,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1154,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,10,2,2
GEO_1155,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,2,10,2,1
GEO_1156,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1157,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1158,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1159,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,28,2,2
GEO_1160,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,28,2,2
GEO_1161,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1162,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1163,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1164,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1165,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1166,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1167,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1168,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1169,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1170,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_1171,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,3,3,3
GEO_1172,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,7,2,2
GEO_1173,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1174,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,11,1,1
GEO_1175,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1176,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,99,3,2
GEO_1177,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1178,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,1,1
GEO_1179,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,1,1
GEO_1180,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1181,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1182,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1183,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1184,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1185,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1186,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1187,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1188,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1189,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1190,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1191,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1192,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1193,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1194,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1195,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,1
GEO_1196,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1197,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1198,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1199,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,1
GEO_1200,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,5,5,1
GEO_1201,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1202,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_1203,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1204,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_1205,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1206,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1207,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1208,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1209,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1210,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,2,1
GEO_1211,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1212,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1213,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1214,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1215,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1216,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1217,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1218,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1219,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1220,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1221,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1222,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1223,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1224,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1225,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1226,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1227,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1228,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1229,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,42,2,1
GEO_1230,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1231,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1232,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1233,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1234,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1235,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1236,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1237,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1238,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1239,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,8,1,1
GEO_1240,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1241,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1242,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1243,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_1244,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,2,9,3,2
GEO_1245,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1246,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,1,3,2,2
GEO_1247,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1248,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,2,9,2,1
GEO_1249,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1250,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1251,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_1252,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1253,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1254,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1255,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,15,4,3
GEO_1256,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,15,4,3
GEO_1257,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1258,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1259,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,16,2,2
GEO_1260,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1261,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1262,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1263,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,1,46,5,2
GEO_1264,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1265,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1266,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1267,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1268,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,2,2
GEO_1269,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,2,2
GEO_1270,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,2,2
GEO_1271,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,6,2,2
GEO_1272,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1273,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1274,4,1,GEO_PROXIMIDAD_TAXID,ALTA,False,2,2,61,5,3
GEO_1275,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1276,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1277,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,28,3,2
GEO_1278,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1279,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1280,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1281,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1282,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1283,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
